ax (m/s^2),ay (m/s^2),az (m/s^2)
-0.5924,0.57,-0.9799
-0.4619,0.451,-1.1055
-0.4679,0.4472,-1.2027
-0.5005,0.6183,-1.3312
-0.5213,0.9478,-1.4484
-0.5656,1.2954,-1.5134
-0.5743,1.5284,-1.3638
-0.5987,1.7195,-0.9278
-0.6833,1.8287,-0.4053
-0.8145,1.9872,0.0926
-0.8762,2.4728,0.4777
-0.8419,3.2619,0.5631
-0.7308,3.99,0.3688
-0.4858,4.2942,0.1944
-0.3842,3.9669,0.1935
-0.5796,3.1368,0.5541
-0.733,2.173,1.2253
-0.6634,1.3412,1.8266
-0.501,0.6883,2.0279
-0.3841,0.1882,1.8667
-0.3565,-0.0905,1.4047
-0.3119,-0.2034,0.8195
-0.1755,-0.1914,0.2863
-0.0182,-0.1747,-0.1459
0.0494,-0.2025,-0.3865
0.1324,-0.2737,-0.478
0.2242,-0.3782,-0.4482
0.304,-0.4607,-0.2927
0.3484,-0.6131,0.0652
0.4296,-0.7538,0.52
0.555,-0.8186,0.9909
0.5955,-0.8122,1.3654
0.5032,-0.6788,1.6035
0.3035,-0.5096,1.6766
0.0434,-0.3206,1.6145
-0.2525,-0.1466,1.4292
-0.4475,-0.0145,1.2232
-0.5619,0.0312,0.9467
-0.5482,0.0175,0.6798
-0.4222,-0.1102,0.4171
-0.2087,-0.2994,0.2352
0.0201,-0.5308,0.0957
0.2473,-0.7571,-0.013
0.4129,-0.9806,-0.1247
0.4601,-1.1487,-0.1989
0.4365,-1.29,-0.2982
0.3178,-1.3851,-0.3967
0.1243,-1.3908,-0.4921
-0.1242,-1.3189,-0.5269
-0.3552,-1.2174,-0.5293
-0.5447,-1.0719,-0.4864
-0.6363,-0.964,-0.4146
-0.5715,-0.882,-0.3852
-0.3998,-0.838,-0.3309
-0.148,-0.8344,-0.3264
0.1406,-0.9192,-0.3743
0.3652,-1.0447,-0.4489
0.4699,-1.1774,-0.5123
0.4961,-1.2622,-0.5481
0.4049,-1.3135,-0.5781
0.2675,-1.3291,-0.5034
0.1658,-1.3091,-0.4262
0.1051,-1.2343,-0.377
0.0818,-1.1408,-0.3695
0.1197,-1.033,-0.4234
0.2171,-0.9275,-0.4627
0.2742,-0.8648,-0.548
0.2678,-0.7774,-0.6181
0.1792,-0.6634,-0.5983
0.0369,-0.5588,-0.5191
-0.1021,-0.4689,-0.394
-0.1999,-0.3726,-0.2579
-0.2282,-0.2797,-0.134
-0.1892,-0.2457,-0.0552
-0.0229,-0.2899,-0.0213
0.2073,-0.4123,-0.0804
0.4423,-0.5317,-0.2114
0.5607,-0.6119,-0.4269
0.5871,-0.6167,-0.6824
0.5507,-0.5915,-0.9089
0.4392,-0.5217,-1.0877
0.3115,-0.4361,-1.1726
0.2501,-0.3884,-1.2435
0.2717,-0.3437,-1.3091
0.343,-0.3518,-1.3656
0.4548,-0.3241,-1.4135
0.5715,-0.2387,-1.4939
0.648,-0.1792,-1.5385
0.7013,-0.1168,-1.5138
0.7065,-0.0252,-1.376
0.6768,0.1072,-1.191
0.6423,0.3378,-1.0752
0.5974,0.6136,-0.9825
0.5153,0.9201,-0.9051
0.4406,1.1742,-0.851
0.3744,1.3008,-0.6672
0.4575,1.2466,-0.3955
0.6471,1.0036,-0.1061
1.034,0.6889,0.2276
1.338,0.7176,0.4005
1.3712,1.2862,0.3256
1.2789,2.1436,0.3371
1.2617,2.8845,0.3995
1.2794,3.2441,0.4517
1.2371,3.1518,0.5834
1.0952,2.7272,0.7598
0.791,2.2392,1.195
0.4604,1.8274,1.7092
0.2174,1.479,2.1191
0.0854,1.1991,2.2865
-0.0813,1.0698,2.1483
-0.2621,0.9823,1.8029
-0.4627,0.8613,1.3777
-0.6309,0.6216,0.988
-0.7025,0.2613,0.724
-0.6843,-0.1526,0.5353
-0.6155,-0.592,0.4105
-0.497,-0.9975,0.3762
-0.3439,-1.3096,0.3991
-0.1638,-1.4618,0.4624
-0.0005,-1.4783,0.5424
0.0944,-1.374,0.6515
0.1087,-1.1539,0.7615
0.0481,-0.8944,0.8156
-0.1275,-0.6168,0.8015
-0.3693,-0.3684,0.7143
-0.6452,-0.1948,0.6767
-0.8792,-0.1495,0.6567
-1.0155,-0.164,0.6273
-1.1467,-0.2531,0.5436
-1.2512,-0.3211,0.4344
-1.2954,-0.4007,0.272
-1.3325,-0.4599,0.1124
-1.3054,-0.5055,-0.0953
-1.2341,-0.5197,-0.3313
-1.0832,-0.5402,-0.5419
-0.8402,-0.5615,-0.6877
-0.5899,-0.5764,-0.7907
-0.3353,-0.583,-0.8074
-0.1014,-0.6275,-0.7224
0.0766,-0.6552,-0.6808
0.1772,-0.6517,-0.7114
0.2193,-0.6291,-0.6942
0.1353,-0.6232,-0.6913
-0.0684,-0.6052,-0.6762
-0.3671,-0.5895,-0.6629
-0.6477,-0.5376,-0.6181
-0.8876,-0.5185,-0.5879
-1.0275,-0.5323,-0.5555
-1.0681,-0.5262,-0.5044
-0.9949,-0.5265,-0.4995
-0.8506,-0.5617,-0.551
-0.6771,-0.5888,-0.6374
-0.5067,-0.6175,-0.7108
-0.3529,-0.6574,-0.7326
-0.2697,-0.6847,-0.7867
-0.2446,-0.7689,-0.8057
-0.2783,-0.8577,-0.7313
-0.3697,-1.023,-0.6663
-0.4839,-1.1663,-0.6711
-0.5743,-1.2566,-0.6549
-0.639,-1.3248,-0.6488
-0.6828,-1.3662,-0.7131
-0.6839,-1.3949,-0.7934
-0.6459,-1.3865,-0.8903
-0.6765,-1.3218,-0.961
-0.7544,-1.1772,-1.0125
-0.8343,-1.0221,-1.0728
-0.9288,-0.8306,-1.0938
-0.9593,-0.7247,-1.0969
-0.9669,-0.6543,-1.0748
-0.9902,-0.6123,-1.0463
-1.0078,-0.5366,-1.057
-0.9688,-0.4346,-1.0413
-0.9206,-0.2925,-1.0367
-0.8769,-0.1176,-1.0423
-0.8299,0.0561,-1.0456
-0.7647,0.1762,-1.097
-0.7835,0.2332,-1.1537
-0.8127,0.2581,-1.1749
-0.7979,0.301,-1.1863
-0.7732,0.3973,-1.1894
-0.7097,0.4706,-1.2492
-0.6277,0.5144,-1.3455
-0.5284,0.5748,-1.3672
-0.4454,0.6696,-1.3787
-0.3694,0.7042,-1.3541
-0.3422,0.6443,-1.2276
-0.4292,0.4748,-0.859
-0.491,0.3686,-0.453
-0.4571,0.7364,-0.1264
-0.4566,1.5349,-0.0095
-0.178,2.4312,0.0444
-0.0133,2.8912,0.1412
-0.3228,2.6618,0.4081
-0.8242,1.9675,1.0421
-1.1696,1.2343,1.8827
-1.1725,0.7807,2.4582
-0.9467,0.5946,2.6447
-0.5956,0.6228,2.2567
-0.3365,0.7485,1.5538
-0.2438,1.0273,0.8752
-0.3448,1.4198,0.3806
-0.5279,1.7587,0.1989
-0.7174,1.9261,0.3173
-0.709,1.8465,0.6113
-0.5013,1.5332,1.0288
-0.1764,1.0495,1.3828
0.1422,0.4659,1.7049
0.4668,-0.1376,1.89
0.7119,-0.6639,1.8967
0.8412,-1.034,1.6966
0.8607,-1.2016,1.3357
0.7399,-1.1864,0.8872
0.6293,-1.0583,0.4142
0.5366,-0.8585,-0.027
0.4172,-0.6386,-0.3379
0.3416,-0.3913,-0.4952
0.231,-0.2102,-0.4499
0.1237,-0.1396,-0.3009
0.0376,-0.116,-0.0142
-0.0689,-0.1579,0.3272
-0.149,-0.2329,0.6109
-0.1905,-0.3347,0.788
-0.1435,-0.4755,0.8712
-0.0891,-0.5787,0.8267
-0.0413,-0.6508,0.6512
-0.0113,-0.6861,0.4338
0.0589,-0.6793,0.1924
0.1757,-0.6535,-0.0339
0.3238,-0.6657,-0.2653
0.365,-0.6988,-0.448
0.3085,-0.7907,-0.6328
0.1773,-0.8886,-0.7339
-0.0106,-0.9898,-0.7945
-0.2516,-1.0514,-0.8551
-0.4281,-1.0661,-0.8314
-0.5253,-1.0099,-0.7612
-0.501,-0.9382,-0.6677
-0.3374,-0.8629,-0.5626
-0.0298,-0.8258,-0.442
0.2895,-0.8007,-0.3355
0.5435,-0.7669,-0.2776
0.7507,-0.72,-0.2367
0.8504,-0.6745,-0.273
0.8624,-0.6258,-0.3483
0.7432,-0.5904,-0.3697
0.5471,-0.5777,-0.4021
0.3018,-0.6162,-0.3999
0.0395,-0.6793,-0.4043
-0.1546,-0.7978,-0.3869
-0.2543,-0.9284,-0.4028
-0.3077,-1.0232,-0.4257
-0.3014,-1.0581,-0.4749
-0.2672,-1.0448,-0.5698
-0.1841,-1.0616,-0.678
-0.0853,-1.0867,-0.7956
0.0311,-1.0837,-0.8991
0.1802,-1.0913,-1.0291
0.34,-1.0624,-1.1453
0.4442,-1.005,-1.2401
0.499,-0.8939,-1.2824
0.4882,-0.7793,-1.2676
0.4315,-0.6517,-1.1981
0.3845,-0.5501,-1.1017
0.3141,-0.4582,-0.9823
0.2699,-0.3717,-0.8457
0.2512,-0.3104,-0.7073
0.2883,-0.2364,-0.6063
0.3886,-0.1536,-0.5469
0.5163,-0.0747,-0.5664
0.6057,0.0422,-0.6655
0.6386,0.1401,-0.7878
0.5869,0.2194,-0.9559
0.4455,0.2329,-1.0779
0.2999,0.2029,-1.1595
0.1756,0.1036,-1.2424
0.0888,0.0408,-1.3224
0.0795,0.0528,-1.3824
0.1902,0.1009,-1.3353
0.4249,0.1874,-1.2592
0.654,0.2804,-1.2451
0.8278,0.4436,-1.2596
0.9742,0.6006,-1.2541
1.1442,0.7234,-1.228
1.314,0.7702,-1.0455
1.5698,0.6944,-0.6137
1.8255,0.6262,-0.1089
2.0076,0.7248,0.3035
1.9794,1.1525,0.6324
