ax (m/s^2),ay (m/s^2),az (m/s^2)
0.9882,-1.0116,0.6633
0.7264,-0.9953,1.4165
0.5714,-1.1585,0.6279
0.4337,-1.1978,0.682
0.4354,-1.3587,-0.4215
0.3914,-1.4261,-0.596
0.3998,-1.5835,-1.5684
0.3616,-1.688,-1.5912
0.4717,-1.9528,-2.1272
0.5559,-2.138,-1.8895
0.6991,-2.362,-2.0407
0.7912,-2.3979,-1.6551
0.9233,-2.3573,-1.5682
1.0283,-2.0897,-1.2304
1.22,-1.7347,-1.2212
1.3496,-1.1913,-1.1043
1.4889,-0.7347,-1.059
1.5414,-0.29,-1.0474
1.5376,-0.0631,-0.8675
1.366,0.0513,-0.7811
1.2054,-0.0793,-0.34
0.9299,-0.2664,-0.244
0.6971,-0.5114,-0.068
0.4391,-0.6852,-0.0716
0.3067,-0.745,-0.362
0.3768,-0.6999,-0.6389
0.6153,-0.6232,-1.0814
0.9868,-0.523,-1.4328
1.4191,-0.5266,-1.734
1.6117,-0.4349,-2.171
1.3957,0.0216,-2.4792
1.0078,0.6441,-2.069
0.5681,1.2426,-1.1289
-0.0839,1.7055,-0.0415
-0.9306,2.1049,1.3126
-1.818,2.4592,2.7265
-2.5278,2.6961,3.8211
-2.7301,2.6384,4.5132
-2.4487,2.3836,4.7605
-1.8804,2.2319,4.5449
-1.1941,2.1542,3.8072
-0.5855,2.1096,2.8247
-0.0883,1.7939,1.7509
0.4717,1.2902,1.0013
0.8382,0.6313,-0.1709
1.0837,0.0631,-0.1319
1.1099,-0.3682,-1.553
0.9893,-0.459,-1.212
0.813,-0.2622,-2.1967
0.4022,0.3606,-1.1806
0.0616,0.8841,-1.5446
-0.3434,1.2832,0.0525
-0.755,1.2638,0.094
-1.3663,1.237,1.5762
-1.9932,1.1058,1.3218
-2.5193,1.1378,2.3056
-2.6486,1.0814,1.5962
-2.4917,1.1407,2.1037
-2.0593,1.1081,1.0962
-1.6601,1.2169,1.3569
-1.0834,1.1415,0.3953
-0.5492,1.0573,0.6663
-0.0305,0.6696,-0.0959
0.1907,0.2323,0.2238
0.2558,-0.3887,-0.3343
0.1208,-0.8795,-0.0168
0.0556,-1.3889,-0.4723
-0.1306,-1.6576,-0.2137
-0.2161,-1.8631,-0.576
-0.348,-1.8065,-0.4328
-0.3105,-1.7011,-0.7326
-0.3648,-1.4201,-0.5998
-0.3327,-1.2561,-0.7017
-0.5573,-1.0132,-0.5037
-0.7007,-1.006,-0.3802
-0.8738,-1.0195,-0.0885
-0.9598,-1.1716,-0.1439
-1.0241,-1.3042,-0.0199
-1.0312,-1.444,-0.2094
-1.0173,-1.5116,-0.3826
-0.98,-1.5066,-0.7016
-0.9786,-1.4066,-1.0087
-1.02,-1.2895,-1.3269
-1.1066,-1.202,-1.5426
-1.1335,-1.2107,-1.6218
-1.098,-1.3512,-1.5817
-0.9324,-1.5929,-1.4348
-0.7218,-1.7978,-1.2191
-0.5726,-1.9737,-1.0278
-0.4864,-2.0758,-0.8541
-0.5256,-2.0759,-0.6837
-0.585,-1.9894,-0.5668
-0.6814,-1.8643,-0.5889
-0.8801,-1.6521,-0.7903
-1.1678,-1.2987,-1.1041
-1.5296,-0.8575,-1.4688
-1.813,-0.478,-1.7136
