ax (m/s^2),ay (m/s^2),az (m/s^2)
1.9188,0.4099,0.9028
1.7708,1.0572,1.0016
1.395,1.5474,1.128
0.8175,1.7059,1.3031
0.3723,1.4846,1.3998
0.2559,1.0297,1.3409
0.3669,0.5255,1.1301
0.4872,0.1399,0.76
0.5447,-0.1195,0.3304
0.5076,-0.2234,-0.0467
0.4512,-0.2337,-0.2962
0.4459,-0.2081,-0.4354
0.4009,-0.1897,-0.4899
0.2989,-0.2194,-0.4782
0.1868,-0.3116,-0.4546
0.0537,-0.4758,-0.4783
-0.0344,-0.6736,-0.5111
-0.0607,-0.8762,-0.57
0.0013,-1.0403,-0.6197
0.0495,-1.1349,-0.6508
0.0918,-1.1696,-0.702
0.0932,-1.1107,-0.7189
0.0681,-1.0806,-0.6699
0.0285,-1.0291,-0.643
0.0193,-0.9561,-0.6068
0.0451,-0.8783,-0.6003
0.0842,-0.8076,-0.6136
0.1414,-0.7251,-0.5956
0.2216,-0.6646,-0.5359
0.3079,-0.6262,-0.4764
0.3212,-0.5985,-0.4063
0.2682,-0.6031,-0.3272
